Sensor_1,Sensor_2,Sensor_3,Sensor_4,Sensor_5,Sensor_6,Sensor_7,Sensor_8,Sensor_9,Sensor_10,Sensor_11,Sensor_12,Sensor_13
2.15,2.25,3.35,3.03,2.92,4.28,0.86,3.86,2.35,5.93,4.35,5.63,5.63
2.21,2.26,3.38,3.08,2.91,4.38,0.85,3.9,2.36,5.97,4.38,5.66,5.74
2.25,2.21,3.36,3.03,2.95,4.3,0.84,3.9,2.36,5.93,4.38,5.59,5.66
2.24,2.24,3.4,3.08,2.96,4.35,0.85,3.99,2.38,6.1,4.4,5.74,5.81
2.24,2.21,3.4,3.04,2.99,4.38,0.85,3.96,2.39,6.01,4.4,5.69,5.69
2.25,2.28,3.46,3.13,3.04,4.5,0.85,4.03,2.41,6.28,4.53,5.93,5.97
2.26,2.28,3.46,3.14,3.05,4.47,0.85,4.07,2.44,6.31,4.61,6.01,6.05
2.21,2.28,3.45,3.06,2.96,4.4,0.85,3.92,2.36,6.1,4.45,5.78,5.81
2.2,2.22,3.4,3.06,2.95,4.38,0.86,3.92,2.41,6.05,4.43,5.69,5.85
2.22,2.26,3.4,3.1,2.99,4.43,0.86,3.94,2.4,6.05,4.45,5.81,5.74
2.24,2.26,3.41,3.1,2.95,4.43,0.85,3.94,2.38,6.01,4.4,5.74,5.78
2.22,2.29,3.46,3.1,3.06,4.53,0.86,4.05,2.42,6.18,4.53,5.93,5.97
2.21,2.25,3.38,3.08,2.95,4.35,0.86,3.9,2.35,5.93,4.35,5.63,5.66
2.19,2.24,3.35,3.03,2.92,4.26,0.86,3.86,2.34,5.81,4.3,5.59,5.55
2.21,2.28,3.4,3.06,2.95,4.4,0.85,3.94,2.36,6.01,4.4,5.66,5.74
2.22,2.29,3.45,3.11,3.01,4.43,0.86,3.94,2.39,6.05,4.43,5.78,5.85
2.25,2.3,3.5,3.14,3.05,4.5,0.88,4.03,2.4,6.22,4.59,5.97,6.01
2.36,2.39,3.58,3.21,3.1,4.56,0.89,4.07,2.41,5.97,4.59,6.01,6.05
2.31,2.4,3.55,3.19,3.08,4.59,0.86,4.1,2.42,6.14,4.56,6.01,5.97
2.39,2.41,3.58,3.13,3.08,4.61,0.88,4.11,2.41,6.18,4.61,6.05,6.01
2.36,2.41,3.61,3.15,3.13,4.59,0.86,4.11,2.39,6.14,4.56,6.01,6.01
2.4,2.4,3.59,3.19,3.05,4.61,0.88,4.14,2.39,6.28,4.61,6.1,6.05
2.39,2.41,3.61,3.14,3.1,4.61,0.88,4.11,2.39,6.31,4.64,6.01,6.1
2.44,2.4,3.58,3.14,3.06,4.64,0.89,4.11,2.4,6.36,4.64,6.05,6.05
2.45,2.4,3.59,3.19,3.08,4.59,0.86,4.11,2.4,6.31,4.61,6.05,6.05
2.42,2.41,3.59,3.19,3.1,4.61,0.88,4.16,2.41,6.36,4.66,6.1,6.1
2.44,2.41,3.59,3.13,3.1,4.61,0.89,4.14,2.41,6.31,4.64,6.05,6.05
2.4,2.4,3.59,3.14,3.1,4.61,0.88,4.14,2.41,6.36,4.66,6.05,6.05
2.41,2.41,3.61,3.21,3.1,4.61,0.88,4.11,2.4,6.36,4.66,6.05,6.14
2.41,2.41,3.61,3.25,3.13,4.64,0.89,4.14,2.4,6.4,4.69,6.1,6.14
2.41,2.4,3.59,3.17,3.13,4.59,0.86,4.14,2.41,6.36,4.64,6.05,6.1
2.47,2.42,3.59,3.15,3.06,4.61,0.89,4.14,2.42,6.45,4.69,6.14,6.1
2.46,2.44,3.61,3.19,3.1,4.64,0.86,4.16,2.42,6.4,4.69,6.1,6.14
2.46,2.44,3.61,3.21,3.1,4.64,0.86,4.14,2.42,6.4,4.66,6.1,6.05
2.44,2.42,3.59,3.21,3.13,4.64,0.86,4.14,2.44,6.4,4.66,6.1,6.14
2.44,2.41,3.61,3.25,3.1,4.61,0.88,4.16,2.42,6.4,4.66,6.1,6.1
2.44,2.42,3.63,3.2,3.11,4.64,0.89,4.19,2.46,6.4,4.64,6.1,6.1
2.45,2.45,3.63,3.19,3.11,4.66,0.86,4.14,2.44,6.4,4.66,6.1,6.1
2.45,2.44,3.64,3.25,3.13,4.64,0.86,4.19,2.44,6.36,4.69,6.1,6.14
2.45,2.42,3.63,3.19,3.17,4.61,0.89,4.19,2.45,6.36,4.66,6.1,6.14
2.46,2.42,3.63,3.24,3.13,4.64,0.86,4.16,2.45,6.4,4.64,6.1,6.14
2.44,2.42,3.63,3.2,3.1,4.61,0.89,4.16,2.45,6.36,4.66,6.1,6.14
2.45,2.42,3.59,3.24,3.17,4.61,0.88,4.16,2.45,6.4,4.69,6.05,6.18
2.44,2.42,3.61,3.21,3.11,4.69,0.89,4.16,2.46,6.4,4.69,6.14,6.1
2.46,2.41,3.61,3.21,3.13,4.64,0.86,4.16,2.46,6.4,4.69,6.1,6.14
2.46,2.42,3.61,3.21,3.14,4.66,0.86,4.16,2.45,6.4,4.69,6.14,6.14
2.47,2.44,3.59,3.19,3.13,4.66,0.86,4.19,2.49,6.4,4.66,6.14,6.14
2.44,2.45,3.61,3.21,3.13,4.66,0.86,4.19,2.46,6.4,3.92,5.89,6.05
2.46,2.45,3.61,3.24,3.17,4.61,0.89,4.14,2.49,6.4,4.66,6.14,6.14
2.49,2.42,3.61,3.14,3.15,4.66,0.86,4.16,2.44,6.4,4.69,6.14,6.14
2.47,2.44,3.61,3.21,3.15,4.72,0.88,4.16,2.46,6.45,4.69,6.18,6.18
2.47,2.45,3.59,3.2,3.15,4.69,0.49,4.19,2.47,6.45,4.69,6.14,6.18
2.42,2.44,3.61,3.24,3.14,4.64,0.51,4.19,2.45,6.45,4.69,6.18,6.18
2.5,2.45,3.59,3.19,3.15,4.66,0.86,4.16,2.47,6.4,4.66,6.14,6.18
2.47,2.44,3.59,3.24,3.14,4.66,0.86,4.19,2.47,6.36,4.69,6.18,6.22
2.47,2.45,3.59,3.24,3.11,4.66,0.86,4.19,2.47,6.45,4.69,6.14,6.22
2.47,2.42,3.58,3.24,3.13,4.66,0.89,4.16,2.47,6.36,4.66,6.1,6.18
2.5,2.45,3.61,3.3,3.17,4.69,0.89,4.19,2.47,6.45,4.69,6.14,6.14
2.51,2.45,3.59,3.25,3.15,4.66,0.86,4.16,2.42,6.4,4.64,6.14,6.14
2.55,2.46,3.61,3.15,3.17,4.69,0.86,4.16,2.49,6.45,4.66,6.18,6.22
2.5,2.45,3.63,3.25,3.14,4.66,0.88,4.19,2.46,6.45,4.69,6.18,6.14
2.53,2.47,3.63,3.24,3.19,4.69,0.89,4.16,2.46,6.36,4.69,6.14,6.22
2.53,2.47,3.61,3.24,3.14,4.69,0.86,4.11,2.45,6.36,4.66,6.14,6.18
2.51,2.45,3.61,3.28,3.2,4.72,0.9,4.19,2.46,6.4,4.66,6.18,6.22
2.5,2.44,3.61,3.24,3.14,4.72,0.89,4.16,2.46,6.45,4.72,6.18,6.22
2.5,2.44,3.63,3.26,3.17,4.69,0.88,4.16,2.47,6.4,4.72,6.18,6.18
2.51,2.46,3.58,3.28,3.14,4.69,0.88,4.16,2.46,6.54,4.64,6.14,6.14
2.51,2.45,3.63,3.31,3.11,4.64,0.86,4.16,2.45,6.45,4.69,6.14,6.14
2.5,2.45,3.61,3.25,3.15,4.69,0.88,4.19,2.45,6.36,4.66,6.14,6.18
2.49,2.44,3.63,3.25,3.13,4.72,0.91,4.14,2.47,6.36,4.64,6.14,6.18
2.53,2.46,3.64,3.19,3.15,4.64,0.89,4.19,2.46,6.45,4.72,6.18,6.22
2.51,2.46,3.63,3.24,3.13,4.64,0.9,4.16,2.45,6.36,4.66,6.18,6.18
2.5,2.44,3.63,3.24,3.14,4.69,0.88,4.16,2.46,6.4,4.69,6.18,6.18
2.49,2.44,3.61,3.24,3.17,4.69,0.89,4.16,2.46,6.45,4.66,6.18,6.18
2.51,2.49,3.61,3.21,3.15,4.72,0.9,4.19,2.47,6.4,4.66,6.22,6.22
2.53,2.46,3.64,3.25,3.15,4.72,0.91,4.21,2.47,6.4,4.69,6.18,6.18
2.55,2.47,3.67,3.2,3.15,4.69,0.89,4.19,2.46,6.45,4.69,6.18,6.14
2.51,2.44,3.67,3.24,3.15,4.69,0.88,4.21,2.47,6.5,4.64,6.22,6.14
2.53,2.45,3.64,3.28,3.17,4.66,0.91,4.21,2.47,6.45,4.69,6.18,6.18
2.55,2.47,3.63,3.24,3.15,4.69,0.91,4.21,2.49,6.45,4.72,6.18,6.18
2.55,2.46,3.63,3.31,3.11,4.69,0.88,4.16,2.45,6.4,4.69,6.18,6.18
2.6,2.49,3.61,3.13,3.19,4.72,0.91,4.21,2.46,6.45,4.72,6.18,6.18
2.55,2.47,3.64,3.24,3.15,4.64,0.88,4.19,2.46,6.4,4.66,6.14,6.14
2.59,2.46,3.63,3.24,3.15,4.66,0.88,4.19,2.47,6.45,4.69,6.18,6.18
2.55,2.45,3.64,3.21,3.17,4.75,0.91,4.21,2.47,6.45,4.66,6.14,6.18
2.55,2.45,3.63,3.26,3.11,4.69,0.91,4.19,2.44,6.4,4.69,6.18,6.18
2.51,2.44,3.66,3.24,3.15,4.64,0.91,4.19,2.46,6.4,4.64,6.18,6.18
2.58,2.47,3.63,3.17,3.11,4.69,0.89,4.19,2.46,6.4,4.69,6.18,6.14
2.5,2.46,3.67,3.2,3.15,4.69,0.89,4.19,2.46,6.5,4.69,6.14,6.14
2.56,2.47,3.66,3.2,3.15,4.72,0.93,4.19,2.47,6.4,4.69,6.18,6.14
2.6,2.49,3.64,3.24,3.17,4.69,0.89,4.19,2.47,6.45,4.66,6.14,6.18
2.51,2.46,3.64,3.26,3.21,4.72,0.9,4.21,2.5,6.4,4.14,5.93,6.18
2.61,2.47,3.64,3.24,3.15,4.69,0.89,4.19,2.46,6.4,4.72,6.18,6.14
2.56,2.46,3.64,3.24,3.19,4.66,0.91,4.16,2.45,6.45,4.72,6.14,6.18
2.53,2.42,3.59,3.26,3.2,4.64,0.9,4.16,2.45,6.4,4.66,6.14,6.14
2.55,2.45,3.64,3.21,3.15,4.69,0.88,4.19,2.46,6.4,4.72,6.18,6.18
2.55,2.44,3.63,3.2,3.17,4.66,0.88,4.19,2.45,6.4,4.69,6.18,6.18
2.59,2.46,3.64,3.26,3.17,4.69,0.88,4.21,2.45,6.4,4.72,6.18,6.18
2.55,2.45,3.66,3.24,3.19,4.66,0.88,4.21,2.46,6.36,4.69,6.18,6.14
2.56,2.49,3.63,3.26,3.17,4.66,0.89,4.19,2.44,6.36,4.69,6.14,6.14
2.56,2.47,3.63,3.31,3.14,4.66,0.9,4.16,2.47,6.28,4.69,6.14,6.14
2.51,2.46,3.64,3.21,3.15,4.64,0.9,4.19,2.46,6.36,4.66,6.1,6.18
2.58,2.5,3.66,3.21,3.19,4.61,0.86,4.24,2.49,6.4,4.69,6.14,6.14
2.58,2.47,3.64,3.28,3.19,4.69,0.88,4.19,2.47,6.45,4.69,6.14,6.14
2.58,2.49,3.66,3.24,3.19,4.66,0.89,4.19,2.47,6.4,4.66,6.18,6.18
2.58,2.49,3.64,3.28,3.2,4.72,0.91,4.21,2.46,6.36,4.64,6.14,6.14
2.59,2.49,3.64,3.25,3.15,4.69,0.88,4.16,2.49,6.36,4.69,6.14,6.14
2.58,2.49,3.66,3.26,3.13,4.66,0.88,4.16,2.46,6.36,4.69,6.14,6.18
2.61,2.5,3.66,3.24,3.17,4.69,0.9,4.19,2.46,6.36,4.69,6.18,6.18
2.58,2.49,3.64,3.19,3.19,4.69,0.9,4.21,2.46,6.4,4.69,6.18,6.18
2.56,2.5,3.67,3.26,3.15,4.66,0.88,4.21,2.47,6.45,4.69,6.14,6.22
2.58,2.49,3.67,3.24,3.17,4.72,0.93,4.24,2.46,6.4,4.66,6.14,6.18
2.5,2.47,3.64,3.21,3.15,4.66,0.89,4.19,2.46,6.4,4.64,6.1,6.1
2.56,2.49,3.66,3.21,3.19,4.72,0.9,4.21,2.49,6.4,4.66,6.14,6.18
2.58,2.47,3.67,3.24,3.2,4.69,0.89,4.16,2.46,6.45,4.69,6.14,6.18
2.58,2.49,3.66,3.24,3.17,4.72,0.91,4.19,2.49,6.45,4.66,6.18,6.18
2.58,2.5,3.7,3.25,3.21,4.64,0.9,4.19,2.47,6.4,4.69,6.14,6.18
2.6,2.49,3.67,3.21,3.19,4.69,0.9,4.21,2.49,6.4,4.69,6.14,6.18
2.59,2.5,3.67,3.28,3.19,4.69,0.88,4.19,2.47,6.4,4.69,6.22,6.22
2.6,2.5,3.67,3.24,3.17,4.69,0.88,4.24,2.5,6.36,4.64,6.14,6.14
2.56,2.49,3.63,3.2,3.19,4.69,0.88,4.19,2.49,6.45,4.69,6.18,6.18
2.58,2.49,3.61,3.24,3.17,4.69,0.88,4.16,2.46,6.45,4.72,6.18,6.18
2.58,2.49,3.66,3.28,3.2,4.75,0.9,4.24,2.5,6.45,4.69,6.18,6.18
2.5,2.46,3.64,3.24,3.15,4.69,0.88,4.19,2.45,6.31,4.69,6.22,6.05
2.5,2.45,3.63,3.25,3.15,4.72,0.9,4.21,2.44,6.28,4.69,6.18,6.14
2.5,2.47,3.63,3.25,3.15,4.64,0.9,4.21,2.46,6.22,4.72,6.18,6.18
2.51,2.45,3.63,3.24,3.14,4.66,0.88,4.19,2.42,6.4,4.72,6.18,6.14
2.54,2.46,3.64,3.25,3.14,4.69,0.88,4.19,2.45,6.36,4.69,6.14,6.14
2.56,2.49,3.64,3.25,3.19,4.72,0.9,4.21,2.44,6.31,4.72,6.18,6.14
2.54,2.49,3.63,3.17,3.19,4.66,0.88,4.21,2.42,6.31,4.72,6.22,6.14
2.53,2.45,3.63,3.24,3.19,4.66,0.88,4.24,2.42,6.31,4.72,6.18,6.14
2.5,2.46,3.63,3.25,3.19,4.66,0.9,4.21,2.41,6.31,4.72,6.18,6.1
2.53,2.45,3.63,3.25,3.17,4.66,0.9,4.21,2.44,6.31,4.72,6.14,6.14
2.53,2.46,3.61,3.3,3.14,4.69,0.88,4.19,2.42,6.45,4.69,6.1,6.18
2.6,2.47,3.63,3.25,3.17,4.69,0.88,4.19,2.42,6.45,4.66,6.1,6.14
2.6,2.49,3.61,3.28,3.19,4.69,0.88,4.11,2.44,6.4,4.69,6.14,6.14
2.59,2.46,3.64,3.26,3.13,4.66,0.89,4.19,2.45,6.4,4.72,6.14,6.18
2.58,2.47,3.63,3.24,3.2,4.72,0.9,4.19,2.46,6.4,4.69,6.18,6.18
2.51,2.47,3.7,3.38,3.25,4.78,0.91,4.14,2.46,6.36,4.75,6.14,6.14
2.58,2.51,3.64,3.33,3.2,4.64,0.9,4.16,2.46,6.31,4.72,6.14,6.14
2.59,2.49,3.67,3.31,3.25,4.64,0.89,4.16,2.49,6.36,4.72,6.18,6.22
2.63,2.54,3.66,3.28,3.2,4.64,0.86,4.19,2.49,6.36,4.75,6.05,6.05
2.64,2.54,3.66,3.24,3.24,4.69,0.86,4.16,2.5,6.36,4.72,6.1,6.14
2.69,2.54,3.66,3.28,3.24,4.72,0.89,4.16,2.5,6.36,4.69,6.1,6.14
2.65,2.54,3.67,3.26,3.24,4.66,0.86,4.19,2.51,6.31,4.69,6.1,6.1
2.63,2.5,3.67,3.28,3.21,4.69,0.88,4.21,2.51,6.36,4.69,6.1,6.14
2.63,2.53,3.67,3.28,3.25,4.72,0.89,4.19,2.5,6.36,4.72,6.14,6.14
2.66,2.51,3.66,3.21,3.24,4.69,0.9,4.19,2.51,6.36,4.69,6.05,6.18
2.63,2.5,3.67,3.25,3.24,4.72,0.89,4.19,2.51,6.36,4.72,6.14,6.14
2.66,2.53,3.7,3.31,3.21,4.69,0.86,4.19,2.51,6.36,4.72,6.1,6.1
2.71,2.5,3.67,3.28,3.24,4.72,0.88,4.21,2.5,6.4,4.75,6.14,6.18
2.71,2.53,3.7,3.31,3.24,4.72,0.89,4.19,2.54,6.36,4.78,6.14,6.22
2.63,2.51,3.67,3.26,3.25,4.69,0.86,4.16,2.53,6.36,4.69,6.05,6.14
2.6,2.53,3.64,3.3,3.24,4.72,0.89,4.19,2.53,6.36,4.72,6.14,6.14
2.66,2.51,3.7,3.3,3.24,4.72,0.88,4.21,2.53,6.4,4.75,6.1,6.18
2.61,2.49,3.66,3.26,3.19,4.66,0.88,4.16,2.54,6.36,4.72,6.1,6.18
2.55,2.5,3.7,3.3,3.21,4.72,0.89,4.21,2.51,6.31,4.69,6.1,6.14
2.63,2.51,3.74,3.24,3.19,4.69,0.86,4.21,2.54,6.36,4.72,6.14,6.18
2.61,2.51,3.67,3.35,3.24,4.69,0.86,4.21,2.51,6.36,4.66,6.05,6.14
2.63,2.5,3.7,3.36,3.24,4.69,0.86,4.21,2.53,6.36,4.72,6.14,6.14
2.61,2.53,3.7,3.33,3.24,4.72,0.9,4.24,2.5,6.36,4.69,6.1,6.14
2.61,2.5,3.67,3.28,3.25,4.72,0.89,4.21,2.51,6.36,4.69,6.14,6.14
2.6,2.5,3.7,3.36,3.15,4.75,0.89,4.19,2.53,6.36,4.69,6.14,6.1
2.63,2.5,3.67,3.31,3.24,4.72,0.89,4.21,2.54,6.54,4.75,6.18,6.18
2.67,2.51,3.67,3.31,3.24,4.72,0.9,4.21,2.54,6.45,4.78,6.18,6.22
2.69,2.53,3.7,3.28,3.21,4.66,0.86,4.24,2.55,6.31,4.69,6.05,6.18
2.61,2.5,3.67,3.25,3.21,4.75,0.9,4.21,2.53,6.4,4.72,6.14,6.1
2.64,2.5,3.67,3.28,3.24,4.72,0.9,4.21,2.55,6.36,4.66,6.05,6.18
2.63,2.5,3.7,3.31,3.17,4.72,0.89,4.21,2.53,6.4,4.72,6.14,6.18
2.64,2.49,3.72,3.25,3.24,4.69,0.89,4.16,2.5,6.4,4.72,6.14,6.18
2.65,2.5,3.67,3.26,3.21,4.75,0.89,4.21,2.53,6.4,4.72,6.18,6.22
2.7,2.5,3.67,3.31,3.24,4.72,0.89,4.21,2.53,6.36,4.72,6.14,6.18
2.65,2.51,3.67,3.3,3.25,4.75,0.89,4.21,2.54,6.4,4.72,6.14,6.18
2.63,2.5,3.67,3.19,3.24,4.69,0.86,4.21,2.54,6.31,4.66,6.1,6.18
2.64,2.51,3.67,3.28,3.24,4.75,0.89,4.19,2.54,6.36,4.72,6.14,6.14
2.6,2.53,3.67,3.26,3.21,4.69,0.89,4.19,2.54,6.4,4.69,6.1,6.18
2.69,2.51,3.7,3.28,3.21,4.66,0.89,4.16,2.51,6.36,4.69,6.14,6.18
2.65,2.5,3.64,3.25,3.17,4.75,0.89,4.21,2.53,6.4,4.72,6.18,6.18
2.66,2.53,3.7,3.3,3.24,4.75,0.9,4.21,2.56,6.45,4.75,6.14,6.18
2.66,2.51,3.72,3.26,3.2,4.72,0.9,4.19,2.55,6.4,4.75,6.18,6.14
2.7,2.54,3.72,3.28,3.21,4.69,0.88,4.14,2.53,6.45,4.72,6.14,6.14
2.7,2.56,3.67,3.25,3.26,4.66,0.86,4.24,2.55,6.4,4.69,6.14,6.1
2.7,2.53,3.7,3.3,3.24,4.75,0.9,4.24,2.54,6.45,4.72,6.18,6.18
2.67,2.53,3.7,3.25,3.25,4.75,0.89,4.21,2.56,6.4,4.72,6.14,6.18
2.67,2.5,3.64,3.24,3.25,4.72,0.9,4.24,2.58,6.4,4.75,6.14,6.22
2.66,2.51,3.67,3.36,3.24,4.75,0.9,4.26,2.6,6.4,4.72,6.18,6.18
2.69,2.51,3.7,3.3,3.24,4.72,0.91,4.21,2.58,6.4,4.72,6.14,6.18
2.63,2.5,3.66,3.26,3.21,4.69,0.88,4.16,2.56,6.36,4.69,6.14,6.18
2.6,2.5,3.63,3.2,3.2,4.72,0.9,4.21,2.55,6.4,4.72,6.14,6.14
2.63,2.5,3.67,3.28,3.25,4.78,0.89,4.21,2.58,6.45,4.75,6.18,6.22
2.65,2.51,3.67,3.3,3.21,4.72,0.9,4.24,2.56,6.45,4.75,6.14,6.22
2.61,2.5,3.67,3.3,3.21,4.78,0.88,4.21,2.55,6.5,4.75,6.22,6.22
2.69,2.53,3.72,3.33,3.2,4.75,0.9,4.24,2.58,6.4,4.72,6.22,6.14
2.63,2.47,3.66,3.3,3.24,4.75,0.9,4.19,2.58,6.45,4.75,6.18,6.18
2.63,2.46,3.66,3.31,3.24,4.72,0.9,4.21,2.58,6.4,4.72,6.14,6.18
2.69,2.51,3.67,3.31,3.24,4.72,0.91,4.24,2.58,6.5,4.75,6.22,6.14
2.66,2.5,3.67,3.26,3.21,4.72,0.9,4.21,2.56,6.4,4.72,6.14,6.14
2.69,2.51,3.67,3.28,3.24,4.75,0.9,4.21,2.56,6.36,4.72,6.14,6.22
2.66,2.51,3.7,3.26,3.24,4.78,0.88,4.19,2.55,6.36,4.72,6.14,6.14
2.66,2.5,3.67,3.35,3.26,4.72,0.9,4.21,2.58,6.45,4.69,6.18,6.22
2.67,2.53,3.7,3.33,3.24,4.78,0.89,4.19,2.55,6.4,4.75,6.14,6.18
2.71,2.54,3.74,3.3,3.26,4.72,0.9,4.21,2.58,6.45,4.72,6.18,6.18
2.67,2.53,3.7,3.26,3.26,4.69,0.88,4.21,2.56,6.4,4.72,6.18,6.18
2.7,2.51,3.72,3.24,3.28,4.75,0.9,4.24,2.54,6.36,4.72,6.18,6.18
2.65,2.53,3.7,3.3,3.25,4.78,0.88,4.19,2.56,6.4,4.75,6.18,6.18
2.72,2.54,3.72,3.28,3.24,4.75,0.9,4.21,2.55,6.45,4.72,6.18,6.18
2.67,2.51,3.7,3.31,3.26,4.72,0.9,4.21,2.56,6.45,4.72,6.18,6.18
2.67,2.51,3.7,3.25,3.28,4.78,0.89,4.21,2.55,6.45,4.72,6.18,6.18
2.65,2.51,3.72,3.31,3.26,4.72,0.91,4.24,2.56,6.45,4.66,6.14,6.14
2.66,2.54,3.66,3.33,3.26,4.72,0.91,4.24,2.54,6.4,4.69,6.18,6.14
2.63,2.5,3.74,3.3,3.28,4.75,0.91,4.24,2.55,6.45,4.72,6.18,6.18
2.69,2.53,3.72,3.28,3.25,4.75,0.91,4.19,2.54,6.4,4.75,6.18,6.18
2.7,2.5,3.7,3.33,3.25,4.75,0.91,4.21,2.54,6.4,4.75,6.22,6.1
2.66,2.53,3.74,3.31,3.21,4.72,0.9,4.21,2.54,6.4,4.72,6.18,6.18
2.63,2.51,3.7,3.21,3.28,4.69,0.91,4.21,2.54,6.36,4.69,6.14,6.22
2.66,2.53,3.72,3.35,3.26,4.72,0.9,4.26,2.56,6.5,4.72,6.14,6.18
2.64,2.5,3.72,3.31,3.26,4.75,0.91,4.21,2.55,6.45,4.69,6.14,6.14
2.67,2.53,3.74,3.28,3.3,4.78,0.9,4.19,2.54,6.45,4.72,6.18,6.18
2.67,2.51,3.7,3.21,3.28,4.72,0.91,4.26,2.56,6.45,4.78,6.1,6.14
2.63,2.5,3.7,3.3,3.26,4.72,0.91,4.26,2.56,6.45,4.69,6.1,6.18
2.63,2.5,3.7,3.31,3.28,4.78,0.9,4.24,2.54,6.45,4.75,6.14,6.18
2.64,2.51,3.7,3.33,3.28,4.69,0.91,4.21,2.55,6.5,4.75,6.18,6.22
2.66,2.55,3.7,3.36,3.26,4.78,0.89,4.19,2.56,6.45,4.75,6.22,6.14
2.66,2.51,3.7,3.31,3.26,4.75,0.91,4.26,2.56,6.5,4.69,6.1,6.14
2.66,2.53,3.7,3.25,3.31,4.75,0.91,4.21,2.55,6.4,4.75,6.18,6.18
2.7,2.5,3.74,3.3,3.26,4.75,0.9,4.24,2.58,6.31,4.66,6.14,6.18
2.69,2.55,3.7,3.3,3.24,4.75,0.91,4.16,2.58,6.4,4.72,6.18,6.14
2.7,2.53,3.74,3.33,3.28,4.78,0.9,4.24,2.55,6.5,4.75,6.18,6.18
2.71,2.55,3.76,3.4,3.24,4.78,0.89,4.28,2.55,6.45,4.75,6.18,6.22
2.66,2.54,3.72,3.26,3.3,4.75,0.9,4.26,2.53,6.4,4.78,6.22,6.22
2.69,2.54,3.72,3.38,3.33,4.75,0.91,4.24,2.55,6.45,4.75,6.18,6.22
2.67,2.51,3.7,3.31,3.28,4.78,0.9,4.24,2.55,6.4,4.72,6.18,6.22
2.66,2.5,3.72,3.31,3.33,4.69,0.89,4.26,2.55,6.5,4.78,6.22,6.22
2.71,2.51,3.72,3.33,3.28,4.75,0.91,4.26,2.55,6.45,4.72,6.18,6.14
2.64,2.5,3.7,3.33,3.31,4.75,0.91,4.24,2.58,6.45,4.78,6.18,6.22
2.63,2.53,3.67,3.35,3.28,4.75,0.91,4.26,2.56,6.45,4.8,6.22,6.22
2.67,2.54,3.72,3.35,3.28,4.78,0.89,4.26,2.56,6.4,4.75,6.22,6.22
2.67,2.56,3.72,3.38,3.3,4.75,0.9,4.28,2.55,6.45,4.78,6.28,6.28
2.65,2.53,3.74,3.35,3.31,4.78,0.9,4.26,2.54,6.4,4.78,6.18,6.18
2.63,2.51,3.7,3.35,3.26,4.75,0.91,4.26,2.54,6.5,4.8,6.28,6.22
2.61,2.51,3.72,3.33,3.28,4.75,0.91,4.26,2.54,6.45,4.78,6.22,6.22
2.59,2.5,3.74,3.4,3.28,4.78,0.9,4.26,2.54,6.5,4.78,6.28,6.28
2.63,2.54,3.74,3.31,3.3,4.78,0.9,4.26,2.54,6.45,4.8,6.18,6.18
2.63,2.53,3.7,3.36,3.26,4.78,0.89,4.26,2.55,6.45,4.78,6.22,6.22
2.63,2.51,3.72,3.38,3.31,4.78,0.9,4.26,2.55,6.4,4.75,6.18,6.18
2.64,2.51,3.72,3.41,3.35,4.78,0.9,4.28,2.55,6.4,4.72,6.22,6.22
